customer_id,first_name,last_name,email,age,gender,city,registration_date,customer_segment,loyalty_member,is_active
CUST000087,Sophie,Hoffmann,customer87@email.com,48,M,Münster,2018-05-21,Mature Customers,True,False
CUST000088,Greta,Koch,customer88@email.com,39,Other,Frankfurt,2019-12-21,Prime Shoppers,False,False
CUST000089,Greta,Schmidt,customer89@email.com,27,M,Frankfurt,2022-10-28,Prime Shoppers,True,False
CUST000090,Noah,Meyer,customer90@email.com,42,M,Dortmund,2019-12-21,Mature Customers,False,True
CUST000091,Tim,Hoffmann,customer91@email.com,36,Other,Wiesbaden,2019-05-24,Prime Shoppers,False,True
CUST000092,Jonas,Fischer,customer92@email.com,49,Other,Münster,2022-10-03,Mature Customers,True,False
CUST000093,Ben,Fischer,customer93@email.com,24,F,Hannover,2019-08-29,Young Adults,True,True
CUST000094,Max,Schmidt,customer94@email.com,30,Other,Kiel,2020-10-20,Prime Shoppers,True,True
CUST000095,Klara,Schneider,customer95@email.com,29,F,Chemnitz,2023-03-28,Prime Shoppers,False,True
CUST000096,Felix,Becker,customer96@email.com,18,M,Berlin,2021-01-23,Young Adults,True,True
CUST000097,Greta,Müller,customer97@email.com,39,M,Mönchengladbach,2019-06-21,Prime Shoppers,False,True
CUST000098,Sophie,Wagner,customer98@email.com,38,F,Augsburg,2021-07-11,Prime Shoppers,False,True
CUST000099,Tim,Schulz,customer99@email.com,35,Other,Frankfurt,2021-08-04,Prime Shoppers,False,True
CUST000100,Clara,Schulz,customer100@email.com,31,M,Mönchengladbach,2019-09-27,Prime Shoppers,True,True
CUST000101,Laura,Koch,customer101@email.com,18,Other,Mannheim,2020-03-11,Young Adults,True,True
CUST000102,Noah,Bauer,customer102@email.com,28,M,Hamburg,2021-12-01,Prime Shoppers,True,True
CUST000103,Noah,Schmidt,customer103@email.com,29,F,Münster,2023-03-09,Prime Shoppers,True,True
CUST000104,Felix,Schmidt,customer104@email.com,22,M,Augsburg,2021-09-26,Young Adults,True,True
CUST000105,Paul,Meyer,customer105@email.com,32,Other,Wuppertal,2018-12-02,Prime Shoppers,False,True
CUST000106,Emma,Bauer,customer106@email.com,41,F,Wiesbaden,2020-02-01,Mature Customers,True,True
CUST000107,Noah,Weber,customer107@email.com,63,Other,München,2019-11-18,Senior Shoppers,False,True
CUST000108,Olivia,Schulz,customer108@email.com,37,F,Hamburg,2020-10-13,Prime Shoppers,False,True
CUST000109,Felix,Weber,customer109@email.com,38,M,Kiel,2020-01-24,Prime Shoppers,True,True
CUST000110,Sophie,Müller,customer110@email.com,33,M,Chemnitz,2022-02-26,Prime Shoppers,True,True
CUST000111,Paul,Meyer,customer111@email.com,18,F,Aachen,2018-04-05,Young Adults,True,True
CUST000112,Ben,Schulz,customer112@email.com,34,Other,Wiesbaden,2023-03-23,Prime Shoppers,False,True
CUST000113,Hans,Wagner,customer113@email.com,35,Other,Bremen,2019-10-22,Prime Shoppers,False,True
CUST000114,Leon,Schmidt,customer114@email.com,71,Other,Mannheim,2021-03-16,Senior Shoppers,True,True
CUST000115,Sophie,Müller,customer115@email.com,32,F,München,2019-04-03,Prime Shoppers,False,True
CUST000116,Jonas,Meyer,customer116@email.com,39,M,Bielefeld,2022-05-04,Prime Shoppers,False,True
CUST000117,Greta,Weber,customer117@email.com,34,Other,Mönchengladbach,2020-01-26,Prime Shoppers,False,True
CUST000118,Leon,Hoffmann,customer118@email.com,18,F,Gelsenkirchen,2020-08-08,Young Adults,True,True
CUST000119,Anna,Wagner,customer119@email.com,52,M,Dortmund,2018-11-05,Mature Customers,False,True
CUST000120,Klara,Müller,customer120@email.com,46,Other,Hannover,2023-05-02,Mature Customers,False,True
CUST000121,Sophie,Fischer,customer121@email.com,46,F,Bochum,2019-02-25,Mature Customers,True,True
CUST000122,Ida,Schmidt,customer122@email.com,21,M,Aachen,2021-12-28,Young Adults,True,False
CUST000123,Leon,Becker,customer123@email.com,56,Other,München,2021-12-06,Mature Customers,True,True
CUST000124,Maria,Schmidt,customer124@email.com,18,Other,Bonn,2021-07-29,Young Adults,True,False
CUST000125,Emma,Fischer,customer125@email.com,43,F,Essen,2021-09-18,Mature Customers,False,False
CUST000126,Klara,Meyer,customer126@email.com,67,F,Essen,2021-12-06,Senior Shoppers,True,True
CUST000127,Greta,Schneider,customer127@email.com,20,Other,Köln,2023-04-17,Young Adults,True,True
CUST000128,Olivia,Becker,customer128@email.com,26,F,Nürnberg,2018-12-03,Prime Shoppers,True,True
CUST000129,Greta,Becker,customer129@email.com,36,F,Duisburg,2023-05-30,Prime Shoppers,False,True
CUST000130,Felix,Koch,customer130@email.com,27,F,Braunschweig,2018-07-05,Prime Shoppers,True,True
CUST000131,Klara,Schneider,customer131@email.com,18,M,Augsburg,2022-09-08,Young Adults,True,True
CUST000132,Sophie,Müller,customer132@email.com,36,Other,Leipzig,2020-03-22,Prime Shoppers,False,True
CUST000133,Maria,Becker,customer133@email.com,19,Other,Wiesbaden,2018-03-05,Young Adults,True,True
CUST000134,David,Schneider,customer134@email.com,42,M,Berlin,2020-08-04,Mature Customers,True,True
CUST000135,Greta,Wagner,customer135@email.com,21,F,Mannheim,2018-09-25,Young Adults,True,True
CUST000136,Clara,Müller,customer136@email.com,58,M,Düsseldorf,2023-02-22,Mature Customers,False,True
CUST000137,Klara,Schmidt,customer137@email.com,23,M,Duisburg,2018-07-08,Young Adults,True,True
CUST000138,Laura,Wagner,customer138@email.com,30,Other,Hannover,2023-03-08,Prime Shoppers,False,True
CUST000139,Noah,Schneider,customer139@email.com,47,F,Düsseldorf,2020-02-23,Mature Customers,True,True
CUST000140,Olivia,Schneider,customer140@email.com,18,M,Münster,2019-07-28,Young Adults,True,True
CUST000141,Noah,Schulz,customer141@email.com,38,F,Hamburg,2020-10-18,Prime Shoppers,True,True
CUST000142,Emma,Wagner,customer142@email.com,54,M,Karlsruhe,2020-02-24,Mature Customers,True,True
CUST000143,Leon,Becker,customer143@email.com,18,Other,Mönchengladbach,2020-02-23,Young Adults,False,True
CUST000144,Laura,Schulz,customer144@email.com,37,F,Hannover,2023-02-13,Prime Shoppers,False,True
CUST000145,Klara,Hoffmann,customer145@email.com,38,M,Berlin,2018-02-23,Prime Shoppers,False,True
CUST000146,Paul,Schulz,customer146@email.com,46,F,Gelsenkirchen,2022-07-15,Mature Customers,True,True
CUST000147,Hans,Koch,customer147@email.com,18,M,Essen,2018-07-25,Young Adults,True,True
CUST000148,Maria,Meyer,customer148@email.com,18,M,Stuttgart,2021-03-25,Young Adults,True,True
CUST000149,Leon,Hoffmann,customer149@email.com,42,M,Augsburg,2022-07-10,Mature Customers,False,True
CUST000150,Greta,Becker,customer150@email.com,39,Other,Leipzig,2021-02-27,Prime Shoppers,True,False
CUST000151,Clara,Müller,customer151@email.com,38,M,Münster,2018-03-19,Prime Shoppers,True,True
CUST000152,Paul,Müller,customer152@email.com,40,F,Aachen,2020-12-14,Mature Customers,True,True
CUST000153,Felix,Meyer,customer153@email.com,24,M,Berlin,2019-11-29,Young Adults,True,True
CUST000154,David,Schulz,customer154@email.com,38,F,München,2022-05-05,Prime Shoppers,False,False
CUST000155,David,Meyer,customer155@email.com,39,F,Bremen,2021-04-15,Prime Shoppers,True,True
CUST000156,Noah,Koch,customer156@email.com,24,F,Karlsruhe,2022-02-08,Young Adults,False,True
CUST000157,Tim,Bauer,customer157@email.com,62,Other,Mönchengladbach,2021-12-19,Senior Shoppers,False,True
CUST000158,Laura,Schneider,customer158@email.com,42,F,Leipzig,2021-09-25,Mature Customers,False,True
CUST000159,Anna,Bauer,customer159@email.com,18,Other,Hannover,2018-12-30,Young Adults,True,True
CUST000160,Klara,Hoffmann,customer160@email.com,44,M,Karlsruhe,2021-05-18,Mature Customers,True,False
CUST000161,Klara,Bauer,customer161@email.com,20,M,Dortmund,2018-10-16,Young Adults,False,True
CUST000162,Clara,Bauer,customer162@email.com,46,Other,Karlsruhe,2018-12-10,Mature Customers,False,False
CUST000163,Ida,Fischer,customer163@email.com,52,M,Augsburg,2018-01-24,Mature Customers,True,True
CUST000164,David,Bauer,customer164@email.com,22,M,Hamburg,2019-06-10,Young Adults,False,False
CUST000165,Noah,Schneider,customer165@email.com,49,F,Bochum,2022-02-09,Mature Customers,False,True
CUST000166,Maria,Schmidt,customer166@email.com,41,F,Mönchengladbach,2021-01-23,Mature Customers,True,True
CUST000167,Clara,Müller,customer167@email.com,47,F,Berlin,2020-07-13,Mature Customers,False,True
CUST000168,David,Schmidt,customer168@email.com,63,F,Stuttgart,2023-05-04,Senior Shoppers,False,True
CUST000169,Clara,Schulz,customer169@email.com,31,M,Bremen,2022-02-08,Prime Shoppers,False,True
CUST000170,Felix,Hoffmann,customer170@email.com,23,F,Stuttgart,2020-06-02,Young Adults,True,True
CUST000171,Greta,Fischer,customer171@email.com,21,F,Augsburg,2019-11-10,Young Adults,False,True
CUST000172,Hans,Schmidt,customer172@email.com,22,M,Hannover,2019-09-02,Young Adults,False,True
CUST000173,Leon,Müller,customer173@email.com,33,F,München,2018-04-22,Prime Shoppers,False,False
CUST000174,David,Müller,customer174@email.com,40,M,Stuttgart,2019-02-13,Mature Customers,False,True
CUST000175,David,Weber,customer175@email.com,39,F,Bochum,2020-08-27,Prime Shoppers,False,True
CUST000176,Tim,Wagner,customer176@email.com,47,M,Dresden,2018-07-06,Mature Customers,False,True
CUST000177,Olivia,Müller,customer177@email.com,35,F,Duisburg,2019-01-18,Prime Shoppers,False,True
CUST000178,Ida,Hoffmann,customer178@email.com,56,M,Frankfurt,2019-04-09,Mature Customers,True,True
CUST000179,Leon,Schulz,customer179@email.com,31,F,Gelsenkirchen,2021-09-30,Prime Shoppers,True,True
CUST000180,Maria,Schulz,customer180@email.com,75,F,Bielefeld,2022-09-18,Senior Shoppers,False,True
CUST000181,Jonas,Schmidt,customer181@email.com,44,F,Kiel,2020-09-02,Mature Customers,True,True
CUST000182,Olivia,Schneider,customer182@email.com,22,M,Düsseldorf,2018-09-04,Young Adults,True,True
CUST000183,Noah,Schmidt,customer183@email.com,18,Other,Nürnberg,2018-03-29,Young Adults,True,True
CUST000184,Max,Weber,customer184@email.com,42,F,Aachen,2022-09-05,Mature Customers,True,True
CUST000185,Tim,Wagner,customer185@email.com,31,Other,Bremen,2020-03-05,Prime Shoppers,False,False
CUST000186,Anna,Bauer,customer186@email.com,45,Other,Bonn,2023-02-22,Mature Customers,False,True
CUST000187,Emma,Schneider,customer187@email.com,42,Other,Bonn,2020-04-28,Mature Customers,True,True
CUST000188,David,Weber,customer188@email.com,33,Other,Kiel,2021-02-26,Prime Shoppers,False,False
CUST000189,Maria,Koch,customer189@email.com,22,F,Bonn,2019-06-25,Young Adults,False,True
CUST000190,Ida,Wagner,customer190@email.com,18,M,Münster,2018-12-19,Young Adults,False,True
CUST000191,Klara,Bauer,customer191@email.com,28,M,Hamburg,2020-03-21,Prime Shoppers,False,True
CUST000192,Leon,Müller,customer192@email.com,47,F,Braunschweig,2023-01-12,Mature Customers,False,True
CUST000193,Paul,Bauer,customer193@email.com,38,Other,Köln,2019-07-29,Prime Shoppers,True,True
CUST000194,Olivia,Meyer,customer194@email.com,18,F,Wiesbaden,2019-09-08,Young Adults,False,True
CUST000195,Olivia,Fischer,customer195@email.com,37,F,Wiesbaden,2019-01-20,Prime Shoppers,False,True
CUST000196,Ben,Schulz,customer196@email.com,40,M,München,2022-08-09,Mature Customers,False,False
CUST000197,Sophie,Hoffmann,customer197@email.com,21,M,Stuttgart,2018-10-05,Young Adults,True,True
CUST000198,Ben,Fischer,customer198@email.com,37,M,Duisburg,2022-09-11,Prime Shoppers,True,True
CUST000199,Greta,Weber,customer199@email.com,35,F,Braunschweig,2021-12-14,Prime Shoppers,False,False
CUST000200,David,Koch,customer200@email.com,18,M,Dortmund,2021-07-25,Young Adults,False,False
CUST000201,Olivia,Schneider,customer201@email.com,40,F,Bonn,2021-05-01,Mature Customers,False,True
CUST000202,Ida,Bauer,customer202@email.com,43,Other,München,2018-12-01,Mature Customers,False,True
CUST000203,Ben,Schneider,customer203@email.com,51,Other,Gelsenkirchen,2020-03-02,Mature Customers,True,True
CUST000204,Hans,Koch,customer204@email.com,50,M,Essen,2021-08-18,Mature Customers,False,True
CUST000205,Anna,Becker,customer205@email.com,18,M,Karlsruhe,2022-11-06,Young Adults,True,True
CUST000206,Ida,Hoffmann,customer206@email.com,20,F,Augsburg,2019-04-04,Young Adults,False,False
CUST000207,Maria,Meyer,customer207@email.com,42,F,Essen,2023-01-08,Mature Customers,True,False
CUST000208,Sophie,Hoffmann,customer208@email.com,42,F,Bonn,2019-09-11,Mature Customers,True,True
CUST000209,Leon,Schulz,customer209@email.com,42,Other,Münster,2020-11-13,Mature Customers,False,True
CUST000210,David,Becker,customer210@email.com,75,M,Bremen,2021-11-02,Senior Shoppers,False,True
CUST000211,Ida,Weber,customer211@email.com,43,Other,Augsburg,2022-10-31,Mature Customers,False,True
CUST000212,Sophie,Fischer,customer212@email.com,52,M,Mönchengladbach,2018-11-04,Mature Customers,False,True
CUST000213,Emma,Bauer,customer213@email.com,49,M,Karlsruhe,2021-10-26,Mature Customers,False,True
CUST000214,Noah,Wagner,customer214@email.com,44,F,Wiesbaden,2019-06-16,Mature Customers,True,True
CUST000215,Hans,Koch,customer215@email.com,30,Other,Karlsruhe,2019-12-04,Prime Shoppers,False,True
CUST000216,Jonas,Schneider,customer216@email.com,46,Other,Kiel,2020-11-04,Mature Customers,True,True
CUST000217,Paul,Schneider,customer217@email.com,23,Other,Essen,2018-07-19,Young Adults,True,True
CUST000218,Clara,Fischer,customer218@email.com,31,F,Dortmund,2021-09-02,Prime Shoppers,False,False
CUST000219,Klara,Meyer,customer219@email.com,27,F,Bonn,2022-06-03,Prime Shoppers,False,False
CUST000220,David,Becker,customer220@email.com,36,M,Chemnitz,2022-10-10,Prime Shoppers,True,False
CUST000221,Greta,Schulz,customer221@email.com,69,M,Chemnitz,2022-12-27,Senior Shoppers,False,True
CUST000222,Ben,Schneider,customer222@email.com,18,M,Düsseldorf,2020-04-26,Young Adults,False,False
CUST000223,Olivia,Schneider,customer223@email.com,45,F,Chemnitz,2021-03-12,Mature Customers,True,True
CUST000224,Klara,Koch,customer224@email.com,18,M,Bremen,2020-09-25,Young Adults,True,True
CUST000225,Ida,Fischer,customer225@email.com,27,M,Bonn,2020-07-14,Prime Shoppers,True,False
CUST000226,Clara,Schneider,customer226@email.com,51,Other,Nürnberg,2022-05-28,Mature Customers,False,False
CUST000227,Paul,Wagner,customer227@email.com,35,M,Hamburg,2020-05-28,Prime Shoppers,True,True
CUST000228,Anna,Meyer,customer228@email.com,18,Other,Düsseldorf,2023-04-30,Young Adults,True,True
CUST000229,Hans,Fischer,customer229@email.com,24,Other,Kiel,2021-07-07,Young Adults,False,True
CUST000230,David,Wagner,customer230@email.com,45,Other,Bonn,2018-09-22,Mature Customers,False,True
CUST000231,Ben,Weber,customer231@email.com,24,F,Duisburg,2018-05-14,Young Adults,False,False
CUST000232,Emma,Meyer,customer232@email.com,38,F,Dresden,2022-12-24,Prime Shoppers,True,True
CUST000233,Maria,Müller,customer233@email.com,35,M,Dortmund,2023-04-26,Prime Shoppers,True,True
CUST000234,Anna,Hoffmann,customer234@email.com,25,Other,Stuttgart,2022-02-12,Prime Shoppers,True,True
CUST000235,Ben,Wagner,customer235@email.com,67,Other,Essen,2021-12-27,Senior Shoppers,True,True
CUST000236,David,Koch,customer236@email.com,44,M,Hamburg,2021-09-17,Mature Customers,True,False
CUST000237,Maria,Schmidt,customer237@email.com,18,Other,Essen,2020-06-28,Young Adults,False,True
CUST000238,Anna,Weber,customer238@email.com,37,F,Mannheim,2019-02-25,Prime Shoppers,True,True
CUST000239,Max,Bauer,customer239@email.com,25,M,Nürnberg,2021-06-29,Prime Shoppers,True,True
CUST000240,David,Schmidt,customer240@email.com,47,F,Düsseldorf,2019-08-02,Mature Customers,True,True
CUST000241,Sophie,Fischer,customer241@email.com,23,F,Augsburg,2022-08-30,Young Adults,False,True
CUST000242,Ben,Schulz,customer242@email.com,33,F,Aachen,2018-11-25,Prime Shoppers,True,False
CUST000243,Hans,Müller,customer243@email.com,42,M,Mannheim,2019-11-09,Mature Customers,True,True
CUST000244,Laura,Koch,customer244@email.com,47,F,Frankfurt,2022-09-07,Mature Customers,True,True
CUST000245,David,Weber,customer245@email.com,18,Other,Dortmund,2022-01-21,Young Adults,False,True
CUST000246,Olivia,Müller,customer246@email.com,29,M,Braunschweig,2019-06-25,Prime Shoppers,True,True
CUST000247,Jonas,Meyer,customer247@email.com,27,Other,Bremen,2022-10-12,Prime Shoppers,False,True
CUST000248,Ben,Müller,customer248@email.com,25,M,Mannheim,2018-07-14,Prime Shoppers,True,True
CUST000249,Olivia,Hoffmann,customer249@email.com,61,F,Kiel,2020-01-03,Senior Shoppers,True,True
CUST000250,Klara,Schneider,customer250@email.com,41,M,Hannover,2022-07-28,Mature Customers,False,False
CUST000251,Maria,Bauer,customer251@email.com,18,F,Mönchengladbach,2019-07-11,Young Adults,False,True
CUST000252,Emma,Bauer,customer252@email.com,48,Other,Hamburg,2018-08-20,Mature Customers,True,True
CUST000253,Laura,Becker,customer253@email.com,66,Other,Mannheim,2020-05-02,Senior Shoppers,False,True
CUST000254,Maria,Meyer,customer254@email.com,50,Other,Berlin,2021-06-05,Mature Customers,True,False
CUST000255,Paul,Schmidt,customer255@email.com,18,F,Duisburg,2023-02-28,Young Adults,True,True
CUST000256,Klara,Müller,customer256@email.com,27,Other,Chemnitz,2019-06-20,Prime Shoppers,True,True
CUST000257,Sophie,Bauer,customer257@email.com,54,Other,Münster,2020-11-29,Mature Customers,True,False
CUST000258,Hans,Becker,customer258@email.com,24,F,Mannheim,2021-09-17,Young Adults,False,True
CUST000259,Tim,Hoffmann,customer259@email.com,41,M,Berlin,2022-09-15,Mature Customers,True,False
CUST000260,Paul,Schneider,customer260@email.com,46,M,Gelsenkirchen,2022-10-11,Mature Customers,False,True
CUST000261,Klara,Weber,customer261@email.com,21,M,Wuppertal,2019-05-09,Young Adults,True,False
CUST000262,Hans,Schmidt,customer262@email.com,34,F,Duisburg,2020-04-05,Prime Shoppers,False,True
CUST000263,Paul,Becker,customer263@email.com,18,F,Köln,2022-10-21,Young Adults,False,True
CUST000264,Maria,Wagner,customer264@email.com,19,M,Bielefeld,2018-07-30,Young Adults,True,True
CUST000265,Max,Hoffmann,customer265@email.com,31,Other,Leipzig,2022-06-10,Prime Shoppers,True,False
CUST000266,Klara,Meyer,customer266@email.com,18,M,Braunschweig,2023-05-01,Young Adults,True,False
CUST000267,Tim,Hoffmann,customer267@email.com,59,Other,Bochum,2019-11-11,Mature Customers,False,False
CUST000268,David,Koch,customer268@email.com,18,M,Berlin,2018-08-22,Young Adults,False,True
